state,county,name,totpop,farms,farmsize,farm12,farm39,farm1019,farm2049,farm5099,farm100,farm175,farm260,farm500,farm1000,farmown,farmten,farmman,farmwh,farmwhow,farmwhpo,farmwhte,farmwhma,farmwhct,farmwhst,farmcol,farmcoow,farmcopo,farmcote,farmcoma,farmcoct,farmcost,farms2,farmsbui,acfarm,acimp,totval,farmval,farmbui,farmequi,livstock,farmout,farmlab,farmfert,area,farrepan,livstval,calves,steer1_2,steer2_3,steer3_,bulls,heifers,dcows,otcows,colts0,colts1_2,horses2_,mules0,mules1_2,mules2_,donkeys,lambs,ewes,ramsweth,swine,goats,animsold,animslau,inclrep,bcattle,bcalves,bster1_2,bster2_3,bsteer3_,bbulls,bheifers,bdcows,botcows,bhorses,bcolts0,bcolt1_2,bhorse2_,bmules,bmules0,bmule1_2,bmules2_,bdonkeys,bsheep,blambs,bewes,bramweth,bswine,bgoats,fardairy,dairyval,dairycon,milkprod,milksold,cream,butterpr,butterso,cheesepr,cheeseso,chickens,turkeys,geese,ducks,poultval,poult99,eggs,bees,beesval,honey,wax,woolfl,woolwt,mohairfl,mohairwt,barleyac,barley,buckwhac,buckwhea,cornac,corn,oatsac,oats,ryeac,rye,wheatac,wheat,riceac,rice,kacornac,kacorn,wgrassac,wgrass,milletac,millet,alfalfac,alfalfa,cloverac,clover,otgrasac,otgrass,hayac,hay,forageac,forage,cornstal,clovseed,otgrseed,potatoac,potatoes,swpotac,swpotato,onionac,onions,chicorac,chicory,misvegac,miscvegs,glasland,cottonac,cotbale1,cotbale2,balewt,ginbales,ginbalwt,scotac,scotbal1,scotbal2,scbalewt,sginbale,sginbawt,hempac,hempwt,hempval,flaxsdac,flaxseed,scaneac,scanewt,canesir,csugarwt,sorgcaac,sorgcawt,sorgsir,sbeetac,sbeetwt,mapsirup,mapsugar,tobacac,tobacco,beansac,beans,peasac,peas,peanutac,peanuts,miscac,miscval1,miscval2,bcornac,bromcorn,orchval,applet,apples,apricott,apricots,cherryt,cherries,peacht,peaches,peart,pears,plumt,plums,otfruitt,otfruits,cider,vinegar,dryfruit,grapeval,vines,grapes,wine,foresval,hopsac,hops,cbeanac,cbeans,cbeanval,mseedac,miscseed,pmintac,pmintoil,pmintval,willowac,willows,fruitval,bananat,bananas,citront,citrons,figtrees,figs,guavat,guavas,kakit,kaki,lemont,lemons,limet,limes,olivet,olives,oranget,oranges,pineappt,pineappl,pomelot,pomeloes,otfruit,oliveoil,sfruival,blackbac,blackber,curranac,currants,goosebac,gooseber,raspbac,raspber,strawbac,strawber,otsmfrac,otsmfru,cranbac,craber,nutval,almondt,almonds,coconutt,coconuts,pecant,pecans,walnutt,walnuts,otnutt,otnuts,flowplac,flowpval,flowglas,nursryac,nursrval,irrigats,irrac,irrfarms,irrimpac,irrcanac,irrcanal,irrcanmi,irrcanco,irrditac,irrstrac,irrwells,irrwelac,irrwelco,irrcost,tfarmhom,fhowfree,fhencumb,fhmtgunk,fhrent,fhunk,level,region1,region2,fips
34,1010,JOHNSON,27843,3869,126.2,7,63,135,774,1022,1048,463,286,61,10,2443,1409,17,3764,1708,610,76,17,225,1128,105,27,22,0,0,8,48,3869,3701,488131,411544,15372688,10431130,2158150,415610,2367798,2294902,133190,2180,835,3804,2270518,9647,5701,4883,1256,628,3790,10856,4698,794,950,13597,936,958,2754,206,4190,6228,661,65956,172,854573,135373,867,612,86,9,4,23,5,17,462,6,985,9,4,972,130,5,16,109,11,0,0,0,0,783,3,3254,171990,117522,3364752,289696,1969,590668,205938,239,82,223617,9690,4533,2232,90913,170690,1263320,2842,6367,50590,680,7077,43110,4,20,3,60,67,260,139429,3707030,10443,239520,15,100,28101,224220,0,0,148,3252,1200,1730,1202,1822,7,14,12847,14293,36384,43943,1343,2110,3193,5665,1802,3979,2533,1084,90322,67,4448,5,1185,0,0,1240,57341,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10116,50410,0,0,0,0,862,1084,45654,0,0,0,0,25,14250,20,205,2,18,1,14,15,104,1527,161,60640,19443,192217,38229,549,4,10674,172,40983,201,11424,163,12008,372,638,2,279,60,5370,1410,31669,60674,63,44526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5843,24,14300,1,610,5,5630,9,7640,46,65670,16,12950,0,0,92,0,0,0,0,0,0,0,0,207,210,,100,0,0,0,,,,,,,,,,,,,,,3784,1349,1001,42,1375,17,1,4,2,29101
34,1030,KNOX,13479,2133,145,1,28,50,326,558,616,296,209,44,5,1614,496,23,2125,1266,287,55,23,233,261,8,5,1,0,0,0,2,2133,2037,309244,252685,10363220,6767650,1423880,302710,1868980,1449634,60370,1500,504,2086,1801591,6697,4718,5812,1918,581,3433,5910,5074,825,849,9478,477,522,1204,49,6766,6908,1014,48961,95,633901,69316,348,354,89,7,0,0,1,8,249,0,511,11,13,487,12,5,1,6,2,0,0,0,0,356,4,1886,88632,67560,1706496,117980,0,294780,59816,21800,20900,147006,2559,4139,1930,61695,101601,829940,2614,5694,35660,1820,8001,48006,0,0,8,20,127,970,69694,1956280,6838,151840,120,670,428,3960,0,0,0,0,729,628,5607,6730,0,0,97,119,52251,49967,389,348,102,183,142,9,24245,638,50439,41,2184,3,582,0,0,807,33441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,220,115,13995,0,0,0,0,18,15890,24,267,7,109,0,7,0,0,78,44,22140,30483,78014,57277,76,2,12257,1183,24460,160,4898,263,6948,543,115,43,363,57,8220,3580,30143,146733,510,49144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5481,25,27320,6,7390,11,13690,8,7140,10,7740,2,1270,0,0,59,0,0,0,0,0,0,0,0,156,120,0,0,0,80,3500,,,,,,,,,,,,,,,2062,837,767,9,444,5,1,4,2,29103
34,1050,LACLEDE,16523,2614,110.9,5,39,70,525,872,738,237,108,18,2,1921,681,12,2575,1627,192,74,12,69,601,39,22,6,0,0,1,10,2614,2563,289936,131942,3705554,2228160,600130,139320,737944,812225,31280,1070,729,2533,704973,3656,2130,1157,536,222,2107,5775,1690,332,313,6024,302,308,1093,80,4329,5314,646,25274,104,204963,67846,292,305,51,0,0,0,0,10,244,0,255,2,0,253,9,0,0,9,7,12,5,6,1,344,0,2139,109299,100891,1870784,22880,0,294521,46020,0,0,75879,2681,2669,1562,31048,57575,459240,868,1923,10990,700,6020,30676,13,30,0,0,0,0,39385,837240,6527,113130,139,1060,15841,151700,0,0,0,0,121,98,375,348,7,7,2502,2524,19467,18334,701,790,1063,1280,3550,456,153,657,41533,60,2661,4,652,0,0,457,21021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,294,119,18858,0,0,0,0,30,20720,110,1193,35,284,1,31,0,0,200,15,6870,31060,286961,89463,31,0,3285,147,26894,802,536,52,948,103,13,0,258,45,26720,656,5099,22000,29,29817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,3,4370,,310,6,9540,2,2010,8,10100,1,580,0,0,28,0,0,0,0,0,0,0,0,71,55,,6,0,21,325,,,,,,,,,,,,,,,2631,1116,657,93,753,12,1,4,2,29105
34,1070,LAFAYETTE,31679,3043,120.8,15,117,241,504,746,856,364,171,27,2,1997,1015,31,2915,1752,165,14,29,429,526,128,58,8,0,2,24,36,3043,2975,367526,326718,19620452,13597200,2953000,480490,2589762,2694706,235430,2650,604,2989,2476186,9533,5234,4463,1247,662,3752,10600,3255,780,826,11375,806,775,3608,97,3445,4683,337,77801,302,910661,158628,1179,1108,100,19,11,21,2,28,670,257,1445,18,18,1409,180,4,6,170,9,143,3,140,0,1591,0,2592,220220,104433,4126846,1123946,6323,591406,220311,0,0,248429,7972,4747,3842,106450,157189,1476270,2908,7126,41770,1100,5070,32448,4,10,42,1140,54,430,122098,4780550,12187,344400,76,960,39154,395090,0,0,0,0,164,244,501,945,74,167,13844,22939,18267,26673,534,721,1922,2066,14366,1860,191,1256,132756,47,4505,13,2123,0,0,1807,69382,15990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,520,0,0,0,0,321,238,20433,0,0,0,0,15,9150,4,51,1,7,0,0,1,37,0,28,12080,18833,326226,34564,110,13,6872,891,26644,229,6949,477,6385,1308,4618,878,217,112,920,5682,35318,216561,1872,38263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9059,56,57520,1,540,6,4610,16,14240,26,35780,10,9110,0,0,12,0,0,0,0,0,0,0,0,27,24,11,3630,17260,21,1250,,,,,,,,,,,,,,,3008,1073,885,35,1007,8,1,4,2,29107
34,1090,LAWRENCE,31662,3414,103.1,29,78,137,788,1068,893,257,139,19,6,2266,1130,18,3399,1728,442,86,18,135,990,15,4,6,0,0,1,4,3414,3271,352120,264343,10206081,7262110,1392030,323580,1228361,1699616,84190,8060,612,3330,1164116,4467,2503,1463,341,237,2281,6435,1359,460,488,8576,370,519,2502,72,1780,2047,254,26076,28,294185,91235,1389,1190,210,27,4,4,0,44,901,0,1684,29,14,1641,85,3,12,70,7,2,1,1,0,629,7,2856,134595,100051,2833353,109380,0,548349,184699,30,0,191084,5469,2834,4164,58928,96485,892760,2285,5317,24070,370,2410,14540,1,5,40,590,87,550,60928,1272360,21886,559350,222,2360,83600,969120,0,0,13,240,1489,1469,206,279,15,46,3095,3812,8592,10515,786,913,386,648,972,699,675,959,75019,107,5921,10,1434,0,0,1512,60361,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,6550,0,0,0,0,362,466,13936,0,0,0,0,30,18360,26,252,61,699,3,62,1,5,194,9,4030,32607,215300,75893,31,1,5717,630,15723,56,1127,109,3208,922,452,72,320,120,15140,4067,23131,143278,1680,69962,0,0,0,0,0,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61620,45,52500,0,0,0,0,31,42880,630,1363200,3,2710,0,0,85,0,0,0,0,0,0,0,0,155,172,,216,0,,15,,,,,,,,,,,,,,,3346,1252,951,45,1085,13,1,4,2,29109
34,1110,LEWIS,16724,2277,136.10001,15,38,63,378,573,647,301,223,35,4,1602,668,7,2231,1177,310,92,6,286,360,46,17,4,2,1,10,12,2277,2181,309821,235437,9990054,6779670,1463220,235270,1511894,1248094,57090,1200,500,2182,1448732,6731,3578,2614,359,489,3439,6234,5039,557,678,8446,428,436,1116,57,6479,9055,549,37821,28,529398,68584,496,345,54,1,0,0,1,6,283,0,640,5,6,629,11,0,0,11,2,0,0,0,0,404,1,1910,101091,68789,2034886,147987,10099,357616,113345,103,51,139444,4562,2945,1125,58733,114733,857890,2130,4429,26730,720,9700,58200,0,0,25,120,37,250,60135,1621580,7527,139330,542,5110,5742,46020,0,0,0,0,1066,1377,2206,2271,35,20,2082,2585,41896,38474,1366,1208,646,456,232,181,1671,563,43804,34,1664,3,523,0,0,935,18509,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,47,9380,0,0,68,340,18,12290,47,508,1,15,0,2,0,0,720,6,3300,15844,53167,31386,25,2,7082,919,12000,252,5729,221,5188,575,7176,2009,95,33,4560,2910,14629,119608,536,33058,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981,28,36850,2,2240,11,7610,8,5990,17,23190,8,7350,0,0,10,0,0,0,0,0,0,0,0,10,10,,105,1200,,15,,,,,,,,,,,,,,,2217,815,756,19,617,10,1,4,2,29111
34,1130,LINCOLN,18352,2763,92.900002,12,78,102,429,688,812,384,229,21,8,1988,764,11,2614,1440,381,70,11,182,530,149,59,35,3,0,4,48,2763,2692,256643,252984,9140621,5936250,1476550,289750,1438071,1605242,73640,11870,613,2689,1363756,6009,2974,2450,890,447,2675,8209,1924,585,663,8863,332,327,1093,56,4565,5957,305,48534,61,580126,103313,450,408,64,7,22,3,0,24,278,10,619,10,6,603,30,0,1,29,3,77,30,46,1,451,1,2342,120148,80393,2434268,394178,4628,373344,68178,0,0,190439,6704,6370,2038,70509,134942,1099260,1703,3806,21560,270,6325,44275,0,0,0,0,5,50,71331,2128880,15853,408200,73,1140,32226,300360,0,0,0,0,526,548,153,155,0,0,1753,1648,18125,20181,725,939,207,355,1456,105,28,607,48584,40,2085,2,497,0,0,957,59424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,16,11945,0,0,25,20,25,12630,30,318,103,1112,0,0,0,0,50,2,820,29711,102818,72897,36,7,2694,741,11561,614,7597,615,5294,1894,447,19,186,42,1930,1709,6855,67385,369,46863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963,20,20230,,300,6,7680,5,3950,10,10990,2,1340,0,0,201,0,0,0,0,1693,1700,0,0,50,50,1,25,0,303,2699,,,,,,,,,,,,,,,2780,1162,782,27,798,11,1,4,2,29113
34,1150,LINN,25503,2925,134.5,8,69,91,533,841,712,334,268,57,12,2239,657,29,2906,1829,335,63,29,336,314,19,7,5,0,0,1,6,2925,2754,393454,304720,14093253,9297810,1922730,338510,2534203,1939038,97600,4890,620,2796,2454958,10159,7142,7820,6272,767,4902,11698,5494,774,881,11155,403,398,924,45,4903,7841,2096,39974,186,925518,84115,866,795,93,33,0,0,0,10,648,11,1038,10,7,1021,16,0,0,16,4,36,15,20,1,621,9,2534,174186,129925,3143211,90304,4253,595412,226934,2184,1776,166076,5165,6689,2536,70107,122739,956570,3125,9138,53730,1270,10249,67070,112,230,0,0,77,680,75393,2417740,5113,128200,173,1370,1215,6170,0,0,0,0,1204,1699,3293,4705,56,68,695,731,76306,76758,789,1339,847,1938,2946,27,4530,782,55030,83,4475,8,1582,0,0,1031,45917,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,295,374,20214,0,0,0,0,16,12260,40,314,0,0,1,27,0,0,1310,3,3000,34651,204005,90126,350,0,10024,492,26412,248,4175,288,9784,798,797,43,502,144,27020,2933,28138,175100,217,45403,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9189,46,48400,4,5710,14,16600,8,9820,27,38860,11,13300,0,0,191,0,0,0,0,0,0,0,0,703,546,9,640,2000,156,5661,,,,,,,,,,,,,,,2855,925,1186,94,644,6,1,4,2,29115
34,1170,LIVINGSTON,22302,2752,116.7,15,60,103,634,836,625,251,182,39,7,1935,796,21,2720,1512,354,46,21,304,483,32,11,11,1,0,2,7,2752,2613,321068,246638,13456178,9544440,1702390,310600,1898748,1708486,91020,960,532,2644,1827903,8169,5067,3703,1582,602,3934,8901,4970,705,801,10084,331,479,917,46,2991,6288,1460,54811,48,758276,83620,587,392,62,5,1,0,1,23,300,0,997,4,13,980,26,1,1,24,11,0,0,0,0,276,4,2341,161323,107312,3049085,187471,4264,595562,219886,139,72,160998,2755,2917,2055,62640,101195,916110,3476,8205,52620,480,8060,55350,0,0,3,10,39,430,78826,2461100,4843,99310,431,3750,4721,40000,0,0,0,0,3282,4461,1357,2183,0,0,2393,2980,44175,53858,393,504,2336,5020,1284,332,4141,899,78909,27,1786,7,1204,0,0,836,46339,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,316,14208,0,0,0,0,14,8700,17,186,12,102,0,8,0,0,1370,113,54420,32288,342680,79906,106,0,5310,272,29047,360,6872,217,7738,318,112,70,245,40,2590,2504,31787,184457,810,39732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919,21,30930,2,1850,5,6340,6,5810,24,40090,2,1160,0,0,272,0,0,0,0,0,0,0,0,845,571,2,2350,5300,55,2502,,,,,,,,,,,,,,,2690,836,1008,37,794,15,1,4,2,29117
34,1190,MCDONALD,13574,2066,90.300003,9,54,114,561,649,520,113,36,7,3,1455,600,11,2066,1262,147,46,11,85,515,0,0,0,0,0,0,0,2066,1958,186532,87712,2926195,1770370,430340,128210,597275,726173,31200,1850,523,1974,568014,2428,1514,606,372,136,1254,3410,977,228,253,4042,193,186,1052,71,2631,3417,520,23336,154,151036,56488,383,500,139,23,26,1,0,29,274,8,476,10,5,461,72,3,5,64,2,23,12,11,0,1026,5,1580,79447,69605,1418138,42985,0,252876,31294,83,0,87016,2644,2374,2534,27479,35769,649570,787,1782,6750,260,3976,19880,6,10,19,240,5,60,29545,692300,3254,64180,42,320,20821,210410,0,0,19,610,184,239,387,551,0,0,2700,4028,5111,6643,74,88,434,800,1337,380,0,471,31135,64,3705,7,745,0,0,634,27910,0,8,3,3,500,0,0,0,0,0,0,0,0,0,0,0,8,30,0,0,0,0,373,59,26700,0,0,0,0,35,19390,35,348,70,661,11,287,0,0,0,24,7190,26959,287648,76226,30,0,2430,145,50769,89,897,54,3041,319,11,40,442,292,21510,1272,4527,32590,209,46248,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,23,15650,,20,2,2240,22,14360,25,39850,2,1800,0,0,72,0,0,0,0,9,0,0,0,72,72,0,0,0,44,4600,,,,,,,,,,,,,,,2045,1019,354,65,599,8,1,4,2,29119
34,1210,MACON,33018,4233,114.9,6,77,133,940,1251,1106,410,253,48,9,3213,998,22,4200,2681,398,108,22,371,620,33,18,7,1,0,3,4,4233,4095,486180,364444,13994237,8990560,2132340,400110,2471227,1944626,76310,2750,828,4122,2378657,10803,6277,4175,2248,693,5902,12356,6074,995,905,13969,945,827,1952,230,6518,9367,723,42266,159,784012,121264,1004,959,187,68,24,1,2,14,623,40,1180,16,9,1155,58,9,2,47,4,3,0,3,0,664,14,3729,194268,139154,3765304,145137,283,749608,278336,4213,4090,223979,6912,6075,3031,79850,142886,1239460,5590,12720,93770,1540,10144,63700,13,60,48,860,104,860,93160,2503620,4032,91600,140,1850,1462,12620,0,0,0,0,948,1482,4665,5687,1,1,690,859,71330,74719,5902,5909,755,1779,2282,41,2522,1095,75423,111,6227,8,1749,0,0,1227,53928,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,347,39456,0,0,0,0,43,28680,109,1070,8,91,0,11,0,0,325,78,28850,42500,321025,103308,182,5,10842,544,28394,204,7123,282,5752,385,597,377,218,85,12470,2892,24494,127608,390,65763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,30,31020,4,4830,12,13750,8,5730,18,21340,3,3460,0,0,131,0,0,0,0,15,0,0,0,315,264,0,0,0,88,7610,,,,,,,,,,,,,,,4218,1468,1681,45,997,27,1,4,2,29121
34,1230,MADISON,9975,1163,127,1,17,34,231,307,328,143,84,16,2,870,290,3,1155,816,44,4,3,75,213,8,6,0,0,0,0,2,1163,1150,147711,67225,1984518,1152110,345310,101650,385448,499195,19140,6860,495,1146,372539,1976,1358,791,230,104,953,2649,936,117,123,2176,124,120,816,17,1871,2507,373,13971,222,81666,47750,257,441,91,34,23,0,1,64,222,6,222,11,6,205,47,2,0,45,8,32,19,11,2,505,10,1037,54233,46994,856884,7363,0,174467,39456,1515,1206,31027,998,2822,994,11368,19265,179700,835,1541,5400,830,3006,15827,57,100,0,0,0,0,16185,331470,2670,48120,16,150,9289,123870,0,0,0,0,8,7,344,436,6,10,3235,4009,6540,6943,583,613,74,93,110,151,0,349,20087,120,6279,14,2152,0,0,500,17213,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,237,5921,0,0,231,3250,25,10650,53,558,47,512,0,4,0,0,0,3,1450,16674,45563,33126,0,0,305,38,9572,509,773,70,1431,296,6,0,45,30,4670,902,7500,34700,65,42441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,,160,,70,2,1900,,210,7,6770,20,21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1179,659,219,6,289,6,1,4,2,29123
34,1250,MARIES,9616,1619,153.5,0,21,63,206,377,489,234,190,33,6,1121,485,13,1619,938,142,41,13,29,456,0,0,0,0,0,0,0,1619,1609,248466,92440,2468476,1527450,364810,94790,481426,515647,23850,110,530,1593,460388,2483,1486,1107,159,160,1443,3579,1969,206,197,3518,280,285,1347,52,3035,3982,405,21137,196,132930,51879,71,85,20,1,0,1,0,4,57,2,67,4,1,62,9,1,0,8,1,7,1,6,0,221,0,1369,47490,45153,916400,10122,0,149587,12831,373,0,63957,1257,5785,1394,20167,29726,365420,369,871,4010,320,4435,23949,92,240,1,10,2,10,29093,553840,4815,71390,14,120,13125,114790,0,0,0,0,63,64,70,52,0,0,1325,1206,9837,8836,730,471,230,227,7871,286,1,346,22470,42,2193,2,350,0,0,335,18234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,110,18221,0,0,0,0,42,27900,48,469,6,65,1,19,0,0,0,10,3460,8851,57700,23420,7,1,2093,77,18399,72,529,58,4874,566,36,0,57,11,15130,164,4858,7226,26,30731,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,1,850,,110,5,6410,,230,1,1070,,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1614,699,419,5,491,0,1,4,2,29125
34,1270,MARION,26331,2022,132.39999,35,65,65,289,477,617,269,177,25,3,1450,542,30,1938,1241,130,32,30,223,282,84,35,11,1,0,18,19,2022,1929,267621,199145,9286831,6175720,1550300,238520,1322291,1462121,93160,1810,432,1931,1268297,4417,2708,2001,279,300,2220,5302,2437,546,621,7393,350,448,1163,46,6963,9036,561,31683,139,543630,71503,1133,777,104,12,8,2,2,32,608,9,1472,14,14,1444,80,1,0,79,0,3,3,0,0,703,8,1647,145856,91705,1962332,167881,6618,354670,130428,2318,2030,128496,5234,3462,1387,50345,90023,935580,1556,3649,23690,640,9693,60097,1,3,6,150,9,80,53551,1609280,4448,136390,269,2640,15376,127430,0,0,1,15,2807,3316,522,623,0,0,4394,6041,24365,27256,459,596,263,311,4006,381,546,554,44271,53,2733,3,696,0,0,564,28154,13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,28,10045,0,0,300,160,20,14060,78,774,4,54,2,58,0,0,1757,0,30,21191,64985,43371,161,3,8726,1081,21318,686,7934,1195,6406,844,157,193,239,77,5560,3333,16131,149855,379,76030,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333,38,40370,2,2670,11,13190,8,12120,13,19060,1,590,0,0,246,0,0,0,0,38,0,0,0,713,466,8,6136,14746,12,25,,,,,,,,,,,,,,,1967,624,771,31,531,10,1,4,2,29127
34,1290,MERCER,14706,2507,116.4,9,28,81,599,728,613,237,172,39,1,1756,729,22,2495,1379,294,76,22,195,529,12,2,4,1,0,2,3,2507,2413,291917,235774,8995398,5597270,1140510,260580,1997038,1627199,59230,970,451,2482,1923120,10540,5823,3732,1249,707,5754,10903,7111,745,792,9109,205,269,885,51,1817,2914,594,39472,52,709726,83061,215,206,46,0,0,1,0,3,149,7,332,9,6,317,4,0,0,4,1,0,0,0,0,333,0,2222,131905,78528,3152170,541560,10,505915,141582,649,386,200741,14407,5457,3579,65910,113178,989010,2666,8008,51120,2060,3637,22150,19,20,19,260,52,400,60113,1820940,5659,126470,1055,11750,1288,12400,0,0,0,0,805,1139,7616,10133,0,0,807,837,47385,53349,2367,3311,474,563,1860,8,5795,709,51029,64,3482,7,862,0,0,990,38462,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,0,0,0,0,322,0,23607,0,0,25,0,7,4130,175,1791,8,84,0,9,0,0,0,4,3180,35443,246011,71518,341,16,16088,1000,43804,451,6260,164,11527,922,400,163,183,106,27110,2460,28964,128469,27,68649,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9045,10,11710,4,5620,26,37600,10,13000,29,46320,,200,0,0,1482,0,0,0,0,0,0,0,0,1907,2478,,15,0,249,2650,,,,,,,,,,,,,,,2437,803,960,11,647,16,1,4,2,29129
34,1310,MILLER,15187,2251,123.3,5,43,85,384,568,706,302,134,20,4,1674,570,7,2224,1516,92,45,7,45,519,27,17,3,1,0,0,6,2251,2196,277554,116683,3633452,2230390,579360,133180,690522,710086,32290,290,597,2205,659269,3710,1924,1656,383,227,2000,4786,2042,284,393,4788,187,247,998,29,4106,6149,702,24323,70,176097,68592,186,275,71,6,6,0,1,9,148,34,201,2,4,195,19,1,1,17,0,9,7,2,0,577,5,1924,72273,65512,1318315,32623,0,235352,29252,106,0,78537,4985,4599,2124,30064,53478,387540,473,1189,5330,250,6991,35479,3,10,0,0,1,20,35560,842770,5647,94870,35,210,17595,175040,0,0,0,9,36,25,433,439,0,0,2383,2633,13243,13179,432,464,137,171,6616,191,43,470,31331,83,4128,2,351,0,0,613,27371,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,110,0,0,0,0,481,49,35497,0,0,0,0,35,18210,32,347,7,78,2,27,0,0,0,9,7830,13988,109990,32693,13,0,4121,34,22980,155,1532,56,4526,127,44,0,62,31,650,149,9327,3823,0,19420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,490,,120,3,3790,1,390,2,2690,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2287,979,680,23,587,18,1,4,2,29131
34,1330,MISSISSIPPI,11837,1150,121.6,3,13,58,368,293,216,106,59,25,9,434,714,2,979,288,106,14,2,273,296,171,22,4,0,0,79,66,1150,1100,139891,97453,6373797,5271210,382950,137490,582147,721868,94200,1100,417,1132,563345,2375,1204,412,281,120,898,2255,1416,125,103,1706,94,134,3032,25,33,71,28,21755,229,94104,48328,391,524,106,11,4,41,4,23,321,14,422,6,11,405,69,1,1,67,9,0,0,0,0,1570,17,857,58002,46631,771680,34104,0,135564,32987,0,0,45395,1573,2907,3814,17100,22192,171330,867,1702,11070,150,100,660,0,0,0,0,1,20,48382,1358380,238,6480,0,0,26520,230040,0,0,0,0,95,94,711,1116,14,45,781,928,1658,2102,1284,1416,35,99,0,0,0,273,22036,71,5074,7,1431,0,0,683,20902,0,27,11,11,500,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,3301,0,0,0,0,1,340,1,13,221,2090,5,231,0,0,0,0,0,4859,12786,7165,14,0,139,17,3977,285,681,127,2170,1720,243,147,18,0,220,429,2309,13412,35,20475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,2,1750,0,0,1,1050,,90,1,1070,0,0,0,0,1062,0,0,0,0,575,6460,0,0,1264,723,0,0,0,0,0,,,,,,,,,,,,,,,1189,220,196,23,729,21,1,4,2,29133
