state	county	name	farms	totpop	farm09	farm1019	farm2049	farm5099	farm100	farm500	farm1000	farmsize	farmown	fa09ow	fa1019ow	fa2049ow	fa5099ow	fa100ow	fa500ow	fa1000ow	farmten	fa09te	fa1019te	fa2049te	fa5099te	fa100te	fa500te	fa1000te	farmsc	fa09sc	fa1019sc	fa2049sc	fa5099sc	fa100sc	fa500sc	fa1000sc	farms2	acimp	acunimp	farmval	equipval	livstock	farmout	farmfert	sheep	sheepmer	sheepeng	sheepoth	lambs89	lambscon	lambssla	lambskil	lambsdie	fleeces	fleeclbs	cattle	oxen	cows	otcattle	cattpure	catthalf	cattcom	calves89	calvesol	calvesla	calvedie	milk	butter	cheese	horses	mules	asses	foals89	mulefo89	assfo89	swine	swinecon	swinedie	chickens	turkeys	geese	ducks	eggs	honey	wax	barleyac	barley	buckwhac	buckwhea	cornac	corn	oatsac	oats	ryeac	rye	wheatac	wheat	cottonac	cotton	cottseed	coseedva	flaxac	flaxseed	flaxstrw	flaxfibr	flaxval	hempac	hemp	csugarac	csugar	cmolas	ssugarac	ssugar	smolas	msugar	mmolas	hayac	hay	clovseed	grasseed	riceac	rice	tobacac	tobacco	hopsac	hops	canapeas	cowpeas	beansdry	brcornac	bromcorn	peanutac	peanuts	ipotatac	ipotato	spotatac	spotato	apples	appltree	apricots	apritree	cherries	chertree	peaches	peactree	pears	peartree	plumprun	plumtree	mgardval	horttrac	almondac	bananaac	citronac	cocnutac	figac	guavaac	kakiac	lemonac	limaac	madnutac	oliveac	orangeac	pecanac	pineapac	pomeloac	htreesb	almondtb	bananatb	citrontb	cocnuttb	figtb	guavatb	kakitb	lemontb	limetb	madnuttb	olivetb	orangetb	pecantb	pineaptb	pomelotb	htreesnb	almondtn	citrontn	cocnuttn	figtn	guavatn	kakitn	lemontn	limetn	madnutnb	olivetn	orangetn	pecantn	pomelotn	orangac2	oranges	orangepr	orangval	vinebac	vinenbac	grapeyld	grapeval	grapetab	grapewin	wine	wineval	raisin	raisinpr	vineyval	vineyemp	irrigats	irrac	farmown1	area	farmarea	cerealac	alfalfac	pctownir	irrvalac	farmfams	farmown2	farmfree	farmencu	farmrent	faown80	farent80	valfaenc	valfamtg	intfarm	region1	region2	fips	level
13	530	MADISON	4212	42892	277	335	727	1258	1606	9	0	90	3284	231	299	626	1017	1104	7	0	287	24	13	43	79	127	1	0	641	22	23	58	162	375	1	0	4212	315522	65019	16746384	823350	2258610	3232860	54247	16160	6668	8066	1426	9395	5642	186	127	976	11793	64629	46620	232	32878	13510	1046	6400	39174	28889	17526	1067	597	15498828	1469473	232707	11828	45	7	806	10	3	14855	7060	755	156644	5250	735	3505	954194	79465	828	7836	177933	3098	55408	8507	274893	25147	731097	378	4375	4554	69803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	133880	11655	109709	148868	1	60	0	0	42	34863	6956	4094440	2384	175	1888	0	0	0	0	5590	298046	0	0	28438	197494	10	42	29	2219	0	36	2589	5672	61	3942	13218																																																																			380541	49520				4212	3111	1555	1556	1101	3824	813	6701458	3093886	175922	2	1	36053	1
13	550	MONROE	5142	189586	416	528	1109	1747	1337	4	1	70	3946	366	446	896	1304	930	3	1	511	29	50	106	187	139	0	0	685	21	32	107	256	268	1	0	5142	329191	30519	37658980	1693090	3286620	5197300	149183	30603	18991	9450	2162	13617	7456	172	402	1080	24066	171298	26905	83	18463	8359	606	6354	19945	13946	11133	319	396	10220261	1927984	3695	20442	125	3	1372	7	2	26723	10110	1241	223078	12717	3242	9334	939499	40208	562	18421	524991	819	12903	18838	593574	33730	1360092	2963	44502	50655	1077229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	294	1516	1744	61182	88133	3	120	0	0	2	3509	59	33692	1348	122	231935	0	0	0	0	14517	1177459	0	0	439682	758729	0	334	3659	10174	5157	51309	25784	38969	3405	20626	243122																																																																			359710	125426				5450	4154	1824	2330	1296	4819	973	15468916	6349733	355641	2	1	36055	1
13	570	MONTGOMERY	2368	45699	157	147	238	552	1274	0	0	100	1710	131	129	201	420	829	0	0	356	21	12	28	75	220	0	0	302	5	6	9	57	225	0	0	2368	204015	33201	13436770	726500	1453000	2085900	10593	5184	1130	3228	826	4176	2799	185	65	294	4399	24659	29138	196	20192	8750	363	3187	25588	18316	9875	1137	705	9492339	1186274	68430	8545	25	2	513	0	0	11666	6156	584	121026	2959	945	2556	718583	62595	1506	2328	39770	4789	73205	8728	252401	27144	687420	1342	21143	951	19314	0	0	0	0	143	801	49	0	1267	0	0	0	0	0	0	0	0	3019	2190	92725	129142	41	359	0	0	0	0	1461	633748	1818	347	935	123	47700	0	0	2634	110728	0	0	44314	144345	3	63	45	2415	3	70	5344	9449	676	10551	11741																																																																			237216	45282				2371	1696	1052	644	675	1854	579	3512409	1661937	93817	2	1	36057	1
13	610	NEW YORK	12	1515301	5	3	3	0	1	0	0	44	3	1	0	1	0	1	0	0	9	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	12	413	115	611500	32130	18350	37700	615	0	0	0	0	0	0	0	0	0	0	0	22	0	22	0	0	12	10	8	4	2	0	1410	156	0	31	1	0	1	0	0	49	21	0	289	12	8	38	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	255	0	0	0	200	0	0	0	0	135	3000	0	0	0	0	8234																																																																			528	0				12	3	1	2	9	28	25	22000	7400	374	2	1	36061	1
13	630	NIAGARA	4120	62491	273	388	860	1481	1115	3	0	72	3227	244	341	712	1162	765	3	0	261	17	23	53	96	72	0	0	632	12	24	95	223	278	0	0	4120	271645	26130	20963950	1207590	2330950	2974370	58632	38448	15127	15075	8246	18070	11205	253	204	1058	24564	145560	19617	37	13389	6191	300	3385	15932	11257	9165	283	273	7299963	1664158	45412	16483	125	5	1532	1	3	21047	9354	1034	207032	11154	4438	6336	1002903	28950	554	17436	393208	1360	20971	13547	396970	30385	905385	1224	19302	39571	714879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63793	85352	678	512	0	0	5	7075	0	0	10855	2029	66414	0	0	0	0	4657	317035	1	20	623204	1033454	52	375	5059	27035	29899	168097	53661	156356	6104	36742	46558																																																																			297775	103523				4120	3201	1566	1635	919	3563	781	8033863	3260222	187413	2	1	36063	1
13	650	ONEIDA	7493	122922	478	577	1506	2300	2609	22	1	89	5909	412	511	1295	1844	1830	16	1	999	52	49	148	301	444	5	0	585	14	17	63	155	335	1	0	7493	507102	156844	29113680	1321150	4034236	5199010	75759	14132	2095	6199	5838	9844	8181	242	357	428	10474	48556	92703	519	69162	23022	942	6502	85259	60289	27467	3319	1255	31144684	2507681	217961	18213	83	2	1046	4	0	28452	13048	1395	241894	9311	1957	6958	1363831	66744	1338	3390	76795	3234	45026	12474	440205	33650	1016496	1442	17656	2728	47088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	510	61556	17098	174588	246353	4	65	0	0	0	0	6002	3704341	1826	695	3841	0	0	0	0	10569	707828	3	180	48098	281966	0	15	17	1302	0	1	4592	8263	65	2225	48379																																																																			663946	56918				7493	5662	3213	2449	1831	6878	1482	9085659	4388424	248809	2	1	36065	1
13	670	ONONDAGA	5961	146247	508	617	1241	1943	1641	10	1	74	4757	434	536	1031	1556	1193	6	1	443	39	46	99	130	128	1	0	761	35	35	111	257	320	3	0	5961	380373	59619	28113420	1369060	3329020	5129600	115265	43968	12547	24898	6523	24078	14318	603	392	2282	36310	214155	45025	520	31101	13404	954	9124	34947	27265	19338	712	751	15290234	2737524	217140	18734	149	10	1269	15	1	24059	9867	1104	253302	14637	2053	11179	1373255	124348	1092	23576	630254	5016	92498	21076	723475	37787	1185532	2105	31352	23023	414447	0	0	0	0	935	6920	579	76	13027	0	0	0	0	0	1	0	78	40624	8065	109846	162602	734	335	0	0	3934	4159504	424	138807	3085	705	5465	5	1500	0	0	10625	728253	0	0	101406	252074	40	136	499	11932	359	3073	7961	14042	1232	16132	106558																																																																			439992	112583				6086	4654	2266	2388	1432	5430	1066	10514708	4777124	272388	2	1	36067	1
13	690	ONTARIO	4472	48453	399	406	692	1317	1644	13	1	86	3573	344	361	602	1041	1211	13	1	177	23	21	21	51	61	0	0	722	32	24	69	225	372	0	0	4472	323443	60257	24382000	1140930	2687365	3992160	102122	86296	67711	15177	3408	30291	15958	697	346	3523	72373	540368	21942	138	12992	8812	789	8624	12529	10862	8840	662	383	7309677	1745374	15392	16409	182	4	1123	2	1	21002	9642	691	213726	11568	1284	5261	1120402	106331	1153	26688	676476	2691	42510	20183	706947	30576	956329	2779	40341	36705	691562	0	0	0	0	2	15	0	0	15	0	0	0	0	0	11	0	560	2897	5246	74603	111634	2004	1033	0	0	0	0	1488	718678	9392	320	14860	1	600	0	0	11985	695439	2	255	591073	425236	2	75	2170	12926	11701	61614	24201	35769	5998	22051	58583																																																																			383700	119622				4472	3485	1624	1861	987	3746	674	9517720	4313107	250562	2	1	36069	1
13	710	ORANGE	3908	97859	286	266	491	988	1862	12	3	101	2977	247	223	401	786	1313	5	2	614	27	29	66	140	349	2	1	317	12	14	24	62	200	5	0	3908	304978	89943	22134180	957300	3409713	5078190	33529	3109	1026	1464	619	2244	1417	112	81	172	2308	11601	66705	658	53630	12417	1492	7651	57562	49049	37187	704	1532	31749491	517929	75	11470	128	11	553	2	1	12839	6174	635	211744	9760	2097	7174	1146676	44766	829	11	203	1028	12956	10209	365098	10876	284561	5194	74388	2424	33920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	43	118969	167536	31	66	0	0	0	0	0	0	6	231	76	0	0	0	0	2754	177510	0	0	83530	150482	0	139	1191	5730	15417	65554	7914	16148	370	3358	84081																																																																			394921	29742				3908	2790	1444	1346	1118	3389	968	7718313	3899355	203327	2	1	36071	1
13	730	ORLEANS	2815	30803	163	195	456	1008	990	3	0	81	1907	126	160	361	678	580	2	0	78	3	7	9	33	25	1	0	830	34	28	86	297	385	0	0	2815	197448	29577	15718420	748660	1652240	2112360	65093	42709	27709	11332	3668	20395	14225	73	109	938	34659	224967	12024	50	8466	3508	224	2601	9199	7278	6407	215	161	4606242	1069440	5726	11098	220	1	937	6	1	13485	5308	430	113570	3339	424	2128	611329	24905	296	15258	375690	908	13271	6858	189895	16716	586715	245	4241	26011	478045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	487	4390	2431	41475	54471	27	115	0	0	2	1900	9	2000	461	86	212769	0	0	0	1	2710	204954	0	0	321726	591767	0	91	1899	8149	2370	86445	7574	29276	1893	12206	13303																																																																			227025	65996				2807	2091	924	1167	716	2326	712	5843886	2535782	145532	2	1	36073	1
13	750	OSWEGO	6775	71883	470	613	1843	2305	1530	13	1	70	5637	399	535	1592	1906	1196	8	1	556	51	50	131	183	139	2	0	582	20	28	120	216	195	3	0	6775	340575	135940	16116650	1000570	2887870	3189210	37477	14242	1851	5969	6422	9060	5405	133	155	673	10877	53677	60977	1003	42084	17890	567	5466	54944	36008	22740	896	916	16940209	2105244	50075	15328	99	1	1257	4	1	23470	9301	1265	198777	9045	1909	6343	1162922	66453	1183	1600	31027	5367	73212	12781	351003	26955	739009	1937	22378	2390	31135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69302	8137	108316	160060	34	161	0	0	900	873665	336	126467	695	106	1213	0	0	0	0	8334	402443	0	0	197501	411892	3	61	722	7429	548	4519	36370	47086	363	4524	101493																																																																			476515	51030				6775	5520	3089	2431	1255	6513	996	5498720	2404523	141075	2	1	36075	1
13	770	OTSEGO	5854	50861	369	345	729	1631	2762	17	1	101	4309	331	301	589	1245	1834	9	0	511	26	25	71	146	240	3	0	1034	12	19	69	240	688	5	1	5854	466809	126360	20399440	1089640	3215380	4418880	58014	25510	5161	17314	3035	18227	11871	505	287	854	19298	91307	73283	407	51992	20884	1018	15225	57040	45194	22511	2444	1012	22900112	3774292	179011	15095	29	6	985	2	3	19235	9873	754	180314	6008	1431	5003	1327581	217855	1995	2705	53810	8114	168060	8539	292469	33453	910418	638	9301	420	7181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458836	21468	159055	213392	195	90	0	0	0	68	7749	4698687	3965	279	1768	0	0	0	0	7704	426204	0	0	90409	311015	0	44	36	1531	5	21	6529	12303	439	8506	16098																																																																			593169	53869				5762	4233	2376	1857	1529	4861	1235	6555304	2943456	166347	2	1	36077	1
13	790	PUTNAM	1213	14849	46	78	207	332	535	12	3	111	983	40	63	184	266	418	10	2	171	6	14	17	53	78	2	1	59	0	1	6	13	39	0	0	1213	79316	54909	6715710	237510	790320	1155350	4200	1429	139	399	891	1135	852	29	30	80	1033	4209	15654	880	11452	3322	296	1420	13938	10741	9261	158	531	6277494	266793	13000	2519	10	3	58	0	0	3962	2038	202	64392	3834	447	4008	212912	9861	127	50	1601	396	4332	2955	93246	1781	39786	783	8966	56	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35524	36672	0	0	0	0	15	24019	0	0	0	0	1	0	0	0	0	951	58441	0	20	102053	76240	0	5	383	1860	1185	8385	1354	3623	7	336	5605																																																																			134225	6021				1213	919	567	352	294	1013	153	1955181	918177	47492	2	1	36079	1
13	810	QUEENS	2099	128059	180	413	745	464	294	1	2	52	1613	148	324	545	347	246	1	2	429	29	83	178	102	37	0	0	57	3	6	22	15	11	0	0	2099	86828	23259	16891660	892630	1336687	3334630	634867	1190	366	583	241	878	728	94	25	79	871	4063	7968	75	6189	1704	543	1568	5857	4095	3839	112	185	2948151	338868	745	7540	81	12	153	2	1	6914	4231	476	120074	1272	474	8385	484011	3605	27	2	30	202	1949	9538	332347	2269	51264	3332	45915	2404	43075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24592	35359	0	105	0	0	0	0	0	0	60	2205	1646	0	0	0	0	7962	934842	5	367	50838	50670	0	9	134	1088	508	2481	2708	5827	0	25	528433																																																																			110087	17747				2099	1452	890	562	647	2373	593	3380322	1182102	63969	2	1	36081	1
13	830	RENSSELAER	3866	124511	265	257	545	1241	1540	18	0	94	2954	226	208	458	969	1082	11	0	355	23	30	45	120	132	5	0	557	16	19	42	152	326	2	0	3866	284994	78297	17222970	969680	2134780	3071980	44253	40104	21808	13609	4687	19423	9717	720	459	2812	34643	200195	28601	638	19533	8430	529	3728	24344	15126	11360	321	498	8321500	1615925	31826	11319	19	5	556	2	0	16138	7883	733	148389	6371	1047	4465	724817	53262	2065	203	4183	2750	35449	9735	208823	24460	645181	19715	265893	65	1121	0	0	0	0	14	86	9	3231	372	29	16	0	0	0	0	0	0	27695	1652	98817	109797	0	267	0	0	0	0	10	1953	128	18	1564	0	0	0	0	15299	1061946	1	30	229068	174110	0	18	1015	3460	1740	4095	17340	17564	2532	9259	64535																																																																			363291	56928				3866	2913	1711	1202	953	3181	605	5200272	2351803	126520	2	1	36083	1
13	850	RICHMOND	380	51693	123	88	93	47	27	1	1	36	274	94	69	62	28	19	1	1	101	29	19	30	17	6	0	0	5	0	0	1	2	2	0	0	380	10131	3531	3308840	102440	188725	342620	12029	117	17	0	100	250	1	1	6	100	200	800	1653	28	1336	289	55	351	1247	374	242	48	22	572874	31477	0	824	11	2	0	0	0	1368	392	79	16362	467	63	845	70174	570	0	0	0	7	70	562	19241	207	5425	132	2002	9	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4226	6073	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	301	19170	7	372	1643	3252	0	0	31	46	202	812	197	514	0	0	44695																																																																			13662	917				380	246	183	63	134	243	99	649742	143701	8044	2	1	36085	1
13	870	ROCKLAND	1044	35162	84	150	383	300	121	3	3	64	877	78	139	318	239	98	3	2	115	4	9	47	38	16	0	1	52	2	2	18	23	7	0	0	1044	36119	30406	5494940	166280	382330	639190	13509	116	34	81	1	48	15	6	2	2	54	296	4355	163	3220	972	247	1167	2941	2537	1979	33	97	1404583	249258	0	2194	31	2	47	0	0	2027	1176	32	56509	270	74	720	265488	8534	58	0	0	416	5317	2350	78952	1392	28039	1448	17531	67	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13227	14615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	54167	0	0	65268	86570	0	0	1965	1377	434	1315	3521	7710	49	273	28145																																																																			66525	5673				1044	818	559	259	226	919	200	1139008	439811	25271	2	1	36087	1
13	890	ST LAWRENCE	8665	85048	277	343	1109	2329	4550	50	7	121	6749	239	292	952	1909	3315	36	6	1246	34	41	111	300	754	5	1	670	4	10	46	120	481	9	0	8665	763770	283259	30204080	1328750	5325330	6054160	15355	29523	3723	15794	10006	17095	10117	302	373	959	20513	103635	139218	707	93435	45076	1003	10558	127657	83185	33402	3614	3518	40906089	3749655	43991	26642	96	5	2516	7	2	33369	15821	2080	269328	29828	5423	7781	1488233	98793	2504	5535	102233	1760	22409	6804	202260	81384	1819626	1961	25794	9731	122763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611371	18784	259018	336347	16	1652	0	0	0	70	185	49487	13241	2251	5756	0	0	0	0	9077	640931	0	0	86152	204831	0	20	10	870	0	0	93	287	21	1557	9845																																																																			1047029	107175				8665	6548	3923	2625	2117	7839	1439	9252263	3957629	232776	2	1	36089	1
13	910	SARATOGA	3986	57663	184	216	524	1221	1818	20	3	101	3150	161	183	458	986	1340	19	3	316	17	17	40	89	153	0	0	520	6	16	26	146	325	1	0	3986	299430	105086	13683840	806560	1775560	2533190	41118	23464	6586	13854	3024	15050	10028	408	299	1359	20436	97032	27015	1091	16871	9053	617	6002	20396	13843	9905	535	515	6138461	1537101	19997	9649	39	5	593	2	3	17451	6865	777	155813	10481	1226	4983	734251	70837	1608	128	1942	6537	84736	15950	359614	20984	504873	12320	137587	529	8956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48921	1790	86893	98363	0	6	0	0	0	50	27	13162	943	61	1553	0	0	0	0	9162	575346	0	0	101388	223168	50	40	112	2636	92	704	5895	10049	284	3751	48998																																																																			404516	56448				3986	3050	1726	1324	936	3585	886	4212640	1934156	108476	2	1	36091	1
13	930	SCHENECTADY	1266	29797	84	69	155	401	552	5	0	92	961	67	55	116	322	399	2	0	177	13	10	23	37	92	2	0	128	4	4	16	42	61	1	0	1266	98872	18197	4914340	313070	583080	808160	9485	5291	342	3948	1001	4092	3167	143	65	338	4231	20025	8065	94	5166	2805	111	1200	6754	4688	3573	149	146	2089480	475695	230	3746	15	1	199	1	0	4882	2568	214	48919	1757	384	1227	278025	32314	591	633	9419	2655	30568	3480	78013	10549	234180	6164	66160	45	844	0	0	0	0	35	171	16	4	328	0	0	0	0	0	0	0	0	0	74	43166	48171	40	48	0	0	3	4000	18	3250	526	0	331	576	265220	0	0	1791	105731	0	0	20194	78849	0	0	265	2195	203	1027	2083	3539	253	2160	28743																																																																			117069	23526				1266	949	476	473	317	1096	301	1960092	981713	54302	2	1	36093	1
13	950	SCHOHARIE	3693	29164	260	207	365	1007	1851	2	1	100	2938	231	179	318	808	1399	2	1	282	14	18	19	77	154	0	0	473	15	10	28	122	298	0	0	3693	290099	80165	12622660	766730	1851215	1594050	10426	23377	4953	9073	9351	16888	10658	451	194	1171	19475	98183	37981	718	22332	14931	308	5463	32210	19618	9324	1256	1460	10450686	3042582	704	10288	30	1	727	4	0	13733	7348	663	138146	4523	1517	3539	844054	136985	1632	2082	39441	14004	254161	4858	153093	28726	649879	7451	110369	1127	21715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238473	10406	97886	122959	2226	457	0	0	1	576	5563	3148885	2614	639	3054	153	79060	0	0	3739	151963	0	0	129335	233249	4	65	87	4729	31	619	5615	11253	1357	19797	7298																																																																			370264	58248				3637	2788	1469	1319	849	3196	696	4693354	2195219	125411	2	1	36095	1
13	970	SCHUYLER	2277	16711	141	141	336	864	793	2	0	83	1920	130	136	302	714	636	2	0	92	5	1	11	41	34	0	0	265	6	4	23	109	123	0	0	2277	152560	36758	7887430	379030	1060110	1274220	10238	39568	16705	16083	6780	23401	17019	294	157	1827	30370	168382	10344	204	5822	4318	104	2904	7336	5029	3814	329	191	3216670	814703	4995	6513	62	3	515	1	0	6472	3976	223	72550	2242	508	2003	465755	90357	1372	11052	219417	10172	190793	5684	179881	13843	330139	5596	83858	4183	66216	0	0	0	0	19	146	0	0	131	0	0	0	0	0	1	0	53	1255	500	43882	53555	397	542	0	0	10	10805	9	4500	15	35	4617	0	0	0	0	1354	63368	0	0	78266	124670	1	224	894	6861	3620	21421	6085	8033	7303	28483	19998																																																																			189318	50530				2277	1773	932	841	504	1929	427	2999589	1261794	72927	2	1	36097	1
13	990	SENECA	2125	28227	111	137	295	800	778	3	1	87	1606	98	110	258	609	527	3	1	59	1	8	7	21	22	0	0	460	12	19	30	170	229	0	0	2125	161859	22676	10919190	530140	1312220	1743810	44639	19022	8325	9439	1258	10696	5694	261	187	823	13362	71799	11901	32	6636	5233	194	3050	8657	5430	4157	329	219	2931932	815869	0	9297	19	1	940	1	1	10045	5682	358	89540	5209	461	2654	538479	44681	638	17867	408570	1510	27763	9301	388695	13486	390507	751	10354	18892	335313	0	0	0	0	13	62	6	0	75	0	0	0	0	0	7	0	1188	786	478	44447	64182	3119	1826	0	0	4	5559	0	0	7	0	1719	0	0	0	0	2064	105416	0	0	165700	153507	26	1118	1377	6901	6070	27094	10371	13418	3281	12143	16655																																																																			184535	61807				2125	1594	780	814	531	1873	494	3794612	1722866	100016	2	1	36099	1
13	1010	STEUBEN	7999	81473	385	389	1098	2749	3344	33	1	98	6574	347	336	961	2302	2597	30	1	374	16	24	48	126	160	0	0	1051	22	29	89	321	587	3	0	7999	572266	208546	28976260	1513620	4016660	4775500	24066	124387	63558	39364	21465	51427	22117	1269	745	5482	102092	565145	59227	1328	31012	26887	433	6756	52038	25046	13644	1395	1546	15542536	3510525	81495	23023	163	7	1926	9	6	21009	12261	1156	268190	8003	2500	6257	1586204	269463	6008	14880	309275	33230	598262	9367	295407	72706	1903939	9662	134235	10779	158670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159511	12095	181759	218242	515	758	0	0	621	674380	36	15165	2904	666	4519	0	0	0	0	17544	1213837	0	0	78602	416189	0	176	592	16923	4083	22690	3448	17742	548	19637	11481																																																																			780812	150624				7911	6222	3251	2971	1689	7188	1133	10048963	3874539	228644	2	1	36101	1
13	1030	SUFFOLK	2914	62491	161	378	900	769	647	42	17	87	2660	146	342	827	721	577	34	13	144	13	25	43	22	31	7	3	110	2	11	30	26	39	1	1	2914	136418	117376	20383260	640440	1412695	2240630	439672	7100	4446	1968	686	3533	2101	246	221	417	5150	22199	12614	118	8157	4339	738	2395	9481	6579	4845	199	263	3414962	583287	200	8106	72	17	360	0	1	11822	6279	486	263243	2835	1074	52139	1417444	7528	124	87	2166	271	2414	13391	483584	6335	190471	3357	39637	5458	93551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	300	0	0	36266	51007	1	1	0	0	0	0	0	0	44	37	150	0	150	1	15	7133	767620	4	790	93613	75297	1	7	365	1673	2803	25994	2279	7152	92	278	137659																																																																			253794	28899				2914	2551	1867	684	363	3092	287	2975641	1072468	58951	2	1	36103	1
13	1050	SULLIVAN	4096	31031	102	149	531	1480	1780	38	16	112	3700	92	128	489	1347	1602	32	10	251	9	15	30	90	97	6	4	145	1	6	12	43	81	0	2	4096	218772	239114	8769976	532030	1686200	1594270	10766	15812	2182	1809	11821	7783	4562	254	222	649	9857	46101	48648	3677	24638	20333	317	2050	46281	17829	11948	1129	974	8690711	1581554	22765	6513	73	2	462	2	0	9320	5847	492	126452	6679	1532	4039	562034	57318	1149	5	83	6522	90071	3844	107200	9630	226986	3215	35485	58	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23317	6551	82464	85206	6	5	0	0	0	0	0	0	31	13	118	0	0	0	0	2876	87825	0	0	98851	192916	5	35	179	3111	281	2735	3137	7702	105	2611	1744																																																																			457886	23274				4096	3518	2221	1297	578	3972	422	2930052	1228899	70296	2	1	36105	1
13	1070	TIOGA	3296	29935	116	154	626	1192	1201	7	0	89	2667	105	136	546	1000	873	7	0	195	7	11	38	70	69	0	0	434	4	7	42	122	259	0	0	3296	223302	70648	8423820	499830	1361430	1469990	7513	24364	6421	12734	5209	17044	10577	155	234	921	19417	91255	20811	520	14871	5420	336	3534	16941	12874	8459	334	398	6543189	1700181	2799	8216	61	3	665	1	0	8490	4724	419	100768	2505	663	2773	647255	94289	1231	1084	19759	10481	165648	4887	138179	23206	634947	2023	23686	3158	46367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	491	8822	4219	71092	73159	28	30	0	0	29	34452	6	5107	15	30	399	0	0	0	0	7851	371842	0	0	20250	100191	0	23	123	4367	148	4916	3581	6727	116	1952	5765																																																																			293950	44839				3253	2512	1488	1024	741	2842	559	2521063	1122673	64292	2	1	36107	1
13	1090	TOMPKINS	3312	32923	167	224	547	1241	1129	4	0	84	2651	137	197	466	1010	840	1	0	173	16	10	26	54	67	0	0	488	14	17	55	177	222	3	0	3312	227218	49478	12921130	615020	1567010	1912577	29885	35100	5788	26576	2736	21469	13277	400	327	1527	26365	134084	19429	528	12322	6579	275	5334	13820	11220	8963	520	248	6253019	1627687	12744	9819	70	3	718	0	0	11570	6232	302	146596	6098	665	3616	765932	193678	1529	8570	199560	13381	262637	9134	313049	23796	660495	3025	40802	8534	141706	0	0	0	0	18	119	7	0	161	0	0	0	0	0	1	0	72	19885	3380	69357	88803	455	447	0	0	89	96038	0	0	364	21	2337	0	0	0	0	5469	328735	0	10	73627	170833	0	94	793	9859	2654	40028	16440	26090	3657	22364	16673																																																																			276696	66440				3312	2563	1596	967	749	3104	596	3410162	1486932	82619	2	1	36109	1
13	1110	ULSTER	5122	87062	326	402	956	1576	1817	33	12	95	4280	295	345	815	1332	1452	30	11	462	20	36	76	126	202	1	1	380	11	21	65	118	163	2	0	5122	277259	208049	15980535	881840	1980485	2864690	64215	12212	3089	3741	5382	8382	5201	375	297	727	8601	36035	37831	2702	22561	12568	406	3710	33715	19384	15912	557	842	8740061	1653160	3840	9944	79	5	312	3	0	19948	10162	839	193690	8391	1277	5622	860852	88691	1572	13	191	6239	71801	12960	300152	14918	324243	11844	140312	1467	17643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	140	32719	2455	95205	107953	9	4	0	0	0	0	3	1500	86	0	387	0	0	0	0	4619	199027	1	10	190038	251329	2	38	1666	9051	37160	120449	26242	39895	604	7474	173207																																																																			485308	47441				5122	4091	2328	1763	1031	4674	817	5189735	2247157	125680	2	1	36111	1
13	1130	WARREN	2328	27866	71	83	262	637	1246	20	9	128	2112	68	78	236	585	1116	20	9	85	3	3	17	21	41	0	0	131	0	2	9	31	89	0	0	2328	141626	155927	4563580	221410	850700	767350	8163	20000	931	11729	7340	11015	7412	435	210	907	15415	68324	15818	1061	7691	7066	193	2334	13291	5442	2795	402	413	2461064	641255	14332	4306	5	2	431	4	1	4216	2658	281	49321	1973	542	375	219850	30283	935	6	107	3310	49262	3131	72681	4444	100742	1166	10268	16	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129299	3513	49882	39456	0	2	0	0	0	0	0	0	455	12	993	0	0	0	0	2729	164442	0	0	62815	118705	0	14	36	1426	2	16	248	781	186	1711	9353																																																																			297553	12073				2328	1987	1426	561	341	2063	205	887843	327929	19476	2	1	36113	1
